Date,Meal Time,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Suggestions
2024-03-03,Lunch,172,188,41.6,27.25,226,14.35,No Event,3,High Waste,1.76,1.51,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-17,Lunch,183,179,38.9,28.99,261,9.91,Staff Meeting,4,Minimal Waste,1.21,0.26,Sunny,Portion sizes seem optimal; continue as is.
2024-09-18,Dinner,193,198,49.47,39.51,300,9.96,Holiday,5,Moderate Waste,2.75,1.59,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-02,Breakfast,127,142,46.86,39.74,226,7.12,Sports Day,4,Minimal Waste,1.99,1.87,Rainy,Increase portions slightly for high energy consumption.
2024-10-12,Dinner,184,173,48.68,43.0,268,5.68,Holiday,1,High Waste,2.18,2.06,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-29,Breakfast,146,137,41.45,33.01,185,8.44,Sports Day,4,Minimal Waste,0.81,0.43,Windy,Increase portions slightly for high energy consumption.
2024-09-16,Dinner,208,205,47.02,34.61,220,12.41,Sports Day,4,Moderate Waste,3.48,2.58,Cloudy,Increase portions slightly for high energy consumption.
2024-09-08,Breakfast,140,135,36.77,35.88,223,0.89,Sports Day,2,Minimal Waste,2.21,2.17,Rainy,Consider changing the menu or improving food quality.
2024-09-16,Breakfast,112,114,48.12,47.23,240,0.89,Holiday,2,Moderate Waste,1.23,0.2,Windy,Consider changing the menu or improving food quality.
2024-05-30,Breakfast,127,107,47.48,36.72,210,10.76,Sports Day,5,High Waste,3.82,3.15,Sunny,Reduce portion size by 10-20% for the next meal.
2024-09-12,Dinner,192,193,48.67,25.83,309,22.84,No Event,4,Minimal Waste,1.57,0.56,Rainy,Consider offering warm food options.
2024-08-09,Lunch,166,165,40.58,39.78,273,0.8,Sports Day,4,High Waste,4.82,1.56,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-16,Lunch,198,182,43.9,43.21,275,0.69,Staff Meeting,5,Moderate Waste,1.2,0.73,Sunny,Portion sizes seem optimal; continue as is.
2024-06-12,Lunch,186,195,35.56,30.46,230,5.1,Holiday,1,Minimal Waste,3.83,3.25,Sunny,Consider changing the menu or improving food quality.
2024-04-14,Lunch,166,172,45.39,43.45,282,1.94,Staff Meeting,2,High Waste,3.9,2.1,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-15,Dinner,237,226,38.29,34.2,236,4.09,Staff Meeting,5,Minimal Waste,4.39,2.42,Windy,Portion sizes seem optimal; continue as is.
2024-06-02,Breakfast,138,139,47.52,26.89,194,20.63,Holiday,4,Moderate Waste,2.34,0.75,Windy,Portion sizes seem optimal; continue as is.
2024-04-29,Breakfast,103,100,37.52,26.18,210,11.34,Sports Day,4,Minimal Waste,0.21,0.16,Rainy,Increase portions slightly for high energy consumption.
2024-08-14,Breakfast,129,131,41.08,34.93,205,6.15,No Event,1,Moderate Waste,1.43,0.16,Cloudy,Consider changing the menu or improving food quality.
2024-10-28,Dinner,197,192,39.96,29.57,201,10.39,Sports Day,2,High Waste,0.51,0.37,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-17,Dinner,237,230,30.34,26.61,312,3.73,Staff Meeting,3,Minimal Waste,4.52,1.14,Cloudy,Portion sizes seem optimal; continue as is.
2024-11-04,Lunch,186,169,39.43,30.25,230,9.18,No Event,3,High Waste,4.37,0.67,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-28,Breakfast,148,154,37.32,26.17,241,11.15,Staff Meeting,3,High Waste,0.7,0.51,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-14,Breakfast,117,106,46.87,36.35,236,10.52,No Event,4,Moderate Waste,1.79,0.94,Windy,Portion sizes seem optimal; continue as is.
2024-05-23,Lunch,192,189,38.28,29.17,244,9.11,No Event,3,Minimal Waste,1.35,0.37,Rainy,Consider offering warm food options.
2024-07-23,Lunch,182,199,36.6,33.61,278,2.99,Holiday,1,High Waste,4.06,2.11,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-17,Breakfast,144,151,42.9,32.13,240,10.77,Holiday,4,Moderate Waste,1.09,0.49,Windy,Portion sizes seem optimal; continue as is.
2024-06-13,Breakfast,131,151,47.79,25.65,204,22.14,Holiday,1,High Waste,0.36,0.33,Windy,Reduce portion size by 10-20% for the next meal.
2024-05-30,Breakfast,106,110,44.13,37.99,237,6.14,Sports Day,5,Minimal Waste,0.43,0.31,Cloudy,Increase portions slightly for high energy consumption.
2024-06-06,Breakfast,122,122,47.1,26.41,247,20.69,Sports Day,1,High Waste,4.27,0.41,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-30,Dinner,241,222,37.63,34.6,340,3.03,Staff Meeting,2,High Waste,4.3,1.56,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-03,Dinner,212,209,35.86,33.64,217,2.22,Sports Day,1,High Waste,1.39,0.4,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-10-11,Lunch,158,165,33.7,27.69,247,6.01,No Event,4,Moderate Waste,2.56,0.88,Cloudy,Portion sizes seem optimal; continue as is.
2024-05-25,Breakfast,114,117,31.04,29.42,182,1.62,Sports Day,4,High Waste,1.26,0.11,Rainy,Reduce portion size by 10-20% for the next meal.
2024-03-17,Lunch,150,161,41.2,30.98,242,10.22,Holiday,5,Minimal Waste,2.86,2.42,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-09,Breakfast,132,115,47.2,46.28,243,0.92,Staff Meeting,3,Minimal Waste,2.46,1.76,Cloudy,Portion sizes seem optimal; continue as is.
2024-10-17,Lunch,190,193,44.98,36.72,260,8.26,Staff Meeting,4,Minimal Waste,0.27,0.16,Sunny,Portion sizes seem optimal; continue as is.
2024-09-02,Dinner,189,197,48.4,31.13,326,17.27,Holiday,4,Minimal Waste,2.87,0.94,Rainy,Consider offering warm food options.
2024-08-11,Lunch,172,165,41.56,31.98,220,9.58,Holiday,4,Moderate Waste,0.33,0.2,Cloudy,Portion sizes seem optimal; continue as is.
2024-05-07,Dinner,188,176,36.99,34.43,248,2.56,Sports Day,1,Moderate Waste,3.94,1.06,Windy,Consider changing the menu or improving food quality.
2024-08-30,Lunch,151,162,47.25,28.73,263,18.52,Sports Day,2,High Waste,2.28,2.16,Windy,Reduce portion size by 10-20% for the next meal.
2024-04-27,Dinner,227,240,42.96,28.73,212,14.23,Sports Day,5,Moderate Waste,1.45,0.91,Rainy,Increase portions slightly for high energy consumption.
2024-06-29,Lunch,163,154,48.11,39.04,286,9.07,Holiday,4,Moderate Waste,0.36,0.16,Cloudy,Portion sizes seem optimal; continue as is.
2024-04-11,Dinner,181,179,32.7,25.07,284,7.63,Sports Day,1,High Waste,0.54,0.49,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-25,Lunch,173,189,31.86,28.4,251,3.46,Sports Day,5,Minimal Waste,2.2,0.97,Windy,Increase portions slightly for high energy consumption.
2024-10-09,Dinner,181,176,41.37,30.93,325,10.44,Holiday,1,Minimal Waste,4.11,2.94,Cloudy,Consider changing the menu or improving food quality.
2024-07-27,Breakfast,130,137,31.04,26.76,248,4.28,No Event,3,Minimal Waste,3.94,2.18,Rainy,Consider offering warm food options.
2024-03-04,Lunch,180,194,32.92,31.37,251,1.55,Staff Meeting,1,Moderate Waste,1.58,1.51,Cloudy,Consider changing the menu or improving food quality.
2024-04-09,Breakfast,135,150,44.41,41.21,245,3.2,No Event,1,High Waste,3.06,2.16,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-06,Lunch,184,202,40.26,27.41,222,12.85,Staff Meeting,1,Minimal Waste,4.97,2.05,Cloudy,Consider changing the menu or improving food quality.
2024-07-10,Breakfast,116,113,43.26,40.66,200,2.6,No Event,3,Moderate Waste,3.45,1.26,Rainy,Consider offering warm food options.
2024-02-18,Breakfast,144,156,44.01,27.87,219,16.14,Holiday,5,Minimal Waste,0.19,0.1,Cloudy,Portion sizes seem optimal; continue as is.
2024-05-23,Lunch,189,176,44.71,38.48,227,6.23,Sports Day,3,High Waste,0.79,0.62,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-03-04,Breakfast,107,124,43.99,31.09,231,12.9,Holiday,1,High Waste,2.32,1.79,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-19,Lunch,160,144,45.41,38.23,274,7.18,No Event,3,High Waste,2.42,0.92,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-08-22,Lunch,175,187,34.7,33.87,232,0.83,Sports Day,2,Minimal Waste,3.21,2.0,Windy,Consider changing the menu or improving food quality.
2024-02-10,Breakfast,146,155,38.43,36.08,203,2.35,No Event,2,High Waste,0.62,0.62,Windy,Reduce portion size by 10-20% for the next meal.
2024-07-11,Dinner,215,201,45.32,31.97,259,13.35,Sports Day,4,Minimal Waste,1.72,0.15,Windy,Increase portions slightly for high energy consumption.
2024-07-10,Breakfast,125,117,33.81,25.37,200,8.44,Holiday,3,Minimal Waste,1.88,1.55,Windy,Portion sizes seem optimal; continue as is.
2024-10-23,Lunch,162,152,41.51,30.67,279,10.84,No Event,1,Moderate Waste,0.11,0.1,Sunny,Consider changing the menu or improving food quality.
2024-04-27,Dinner,228,215,36.68,26.9,228,9.78,No Event,4,Minimal Waste,2.89,0.82,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-02,Lunch,155,136,43.43,33.76,280,9.67,Sports Day,4,Minimal Waste,1.46,0.17,Cloudy,Increase portions slightly for high energy consumption.
2024-07-03,Breakfast,150,146,37.71,30.5,217,7.21,Holiday,1,High Waste,3.75,1.89,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-03-10,Lunch,157,156,39.93,35.95,238,3.98,Holiday,4,High Waste,4.19,0.52,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-21,Lunch,155,146,34.52,26.79,300,7.73,Sports Day,2,Moderate Waste,4.43,3.31,Rainy,Consider changing the menu or improving food quality.
2024-07-26,Lunch,155,172,42.49,28.83,274,13.66,Holiday,4,Minimal Waste,1.85,1.38,Sunny,Portion sizes seem optimal; continue as is.
2024-05-14,Dinner,193,185,45.56,38.11,244,7.45,No Event,2,High Waste,4.82,4.56,Sunny,Reduce portion size by 10-20% for the next meal.
2024-10-15,Dinner,212,203,33.82,27.38,245,6.44,Holiday,4,Moderate Waste,4.05,3.96,Sunny,Portion sizes seem optimal; continue as is.
2024-10-14,Breakfast,111,115,34.17,33.22,246,0.95,Staff Meeting,1,Minimal Waste,4.26,1.95,Sunny,Consider changing the menu or improving food quality.
2024-08-02,Dinner,238,225,45.54,25.57,258,19.97,Staff Meeting,4,High Waste,3.62,0.47,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-02,Dinner,245,226,33.91,26.42,233,7.49,No Event,2,High Waste,0.66,0.26,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-19,Dinner,211,209,46.01,40.27,281,5.74,Holiday,3,Minimal Waste,4.25,2.76,Windy,Portion sizes seem optimal; continue as is.
2024-05-05,Breakfast,123,136,37.87,35.78,242,2.09,Sports Day,1,High Waste,1.62,0.46,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-24,Breakfast,108,110,43.04,33.16,201,9.88,Sports Day,1,Minimal Waste,1.76,1.61,Sunny,Consider changing the menu or improving food quality.
2024-08-27,Lunch,194,193,42.13,33.22,250,8.91,No Event,3,Minimal Waste,3.1,1.81,Windy,Portion sizes seem optimal; continue as is.
2024-04-04,Breakfast,147,138,45.11,40.57,214,4.54,No Event,5,High Waste,3.08,3.01,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-30,Lunch,178,171,48.17,45.76,298,2.41,No Event,1,High Waste,4.25,3.07,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-05,Lunch,199,209,38.88,33.87,232,5.01,Holiday,3,Moderate Waste,2.6,0.15,Cloudy,Portion sizes seem optimal; continue as is.
2024-08-07,Dinner,248,240,30.81,28.09,312,2.72,No Event,1,Minimal Waste,4.25,0.62,Sunny,Consider changing the menu or improving food quality.
2024-05-31,Lunch,155,148,30.34,26.65,273,3.69,Holiday,1,Moderate Waste,4.53,0.86,Windy,Consider changing the menu or improving food quality.
2024-11-02,Lunch,154,139,36.72,31.45,222,5.27,No Event,5,High Waste,1.41,0.93,Sunny,Reduce portion size by 10-20% for the next meal.
2024-10-02,Dinner,184,193,48.39,33.29,207,15.1,Holiday,1,High Waste,2.91,2.07,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-06,Breakfast,105,107,45.49,37.82,197,7.67,Staff Meeting,5,High Waste,0.59,0.56,Windy,Reduce portion size by 10-20% for the next meal.
2024-04-01,Dinner,205,194,31.52,27.76,236,3.76,No Event,5,Minimal Waste,2.66,0.11,Rainy,Consider offering warm food options.
2024-03-10,Breakfast,106,121,48.22,42.14,245,6.08,Sports Day,4,Moderate Waste,2.03,1.97,Windy,Increase portions slightly for high energy consumption.
2024-01-15,Dinner,192,178,41.26,37.29,274,3.97,Staff Meeting,2,Minimal Waste,0.83,0.76,Rainy,Consider changing the menu or improving food quality.
2024-03-12,Dinner,218,225,46.97,28.18,273,18.79,Staff Meeting,1,High Waste,3.08,1.24,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-10,Lunch,177,165,46.0,30.91,232,15.09,No Event,1,Moderate Waste,4.14,1.44,Cloudy,Consider changing the menu or improving food quality.
2024-08-20,Lunch,166,168,40.1,27.19,231,12.91,No Event,1,Minimal Waste,4.21,0.79,Sunny,Consider changing the menu or improving food quality.
2024-08-25,Lunch,177,183,37.04,28.45,259,8.59,No Event,1,Moderate Waste,2.84,0.54,Cloudy,Consider changing the menu or improving food quality.
2024-07-30,Breakfast,110,119,39.6,35.53,235,4.07,Staff Meeting,1,High Waste,0.43,0.33,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-31,Lunch,186,200,48.26,35.59,231,12.67,Sports Day,1,High Waste,1.9,1.31,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-19,Breakfast,103,104,49.69,25.37,248,24.32,Holiday,1,Moderate Waste,0.97,0.28,Cloudy,Consider changing the menu or improving food quality.
2024-09-04,Dinner,201,182,32.27,31.07,234,1.2,No Event,5,High Waste,3.64,2.96,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-22,Lunch,157,152,47.12,32.89,298,14.23,No Event,2,Moderate Waste,2.96,2.16,Windy,Consider changing the menu or improving food quality.
2024-04-26,Lunch,187,185,38.7,25.29,238,13.41,No Event,4,Moderate Waste,0.91,0.65,Rainy,Consider offering warm food options.
2024-07-11,Dinner,227,224,41.93,36.83,259,5.1,Staff Meeting,3,Moderate Waste,3.59,3.26,Rainy,Consider offering warm food options.
2024-03-02,Breakfast,106,99,43.7,36.76,248,6.94,Sports Day,5,Minimal Waste,4.19,1.94,Rainy,Increase portions slightly for high energy consumption.
2024-08-08,Breakfast,116,110,31.05,26.65,194,4.4,Holiday,2,High Waste,4.13,3.39,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-08-09,Breakfast,131,115,37.77,37.65,187,0.12,No Event,4,Minimal Waste,4.86,0.78,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-22,Lunch,155,162,40.22,39.71,244,0.51,Sports Day,3,Moderate Waste,2.78,2.7,Rainy,Increase portions slightly for high energy consumption.
2024-11-05,Dinner,235,226,45.89,33.71,345,12.18,Sports Day,5,Minimal Waste,0.92,0.62,Cloudy,Increase portions slightly for high energy consumption.
2024-03-23,Dinner,224,233,47.79,25.71,302,22.08,Holiday,5,Moderate Waste,3.55,2.68,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-09,Lunch,178,185,44.28,36.84,231,7.44,Sports Day,3,High Waste,2.79,1.21,Sunny,Reduce portion size by 10-20% for the next meal.
2024-01-17,Dinner,199,179,47.88,33.41,263,14.47,No Event,5,Moderate Waste,1.33,0.27,Windy,Portion sizes seem optimal; continue as is.
2024-02-07,Breakfast,144,157,41.5,41.48,196,0.02,No Event,2,Moderate Waste,3.21,2.36,Sunny,Consider changing the menu or improving food quality.
2024-02-03,Lunch,170,161,48.6,41.44,221,7.16,Staff Meeting,2,Moderate Waste,2.83,1.16,Rainy,Consider changing the menu or improving food quality.
2024-05-27,Breakfast,132,150,37.45,28.0,239,9.45,Holiday,4,Minimal Waste,3.04,0.81,Cloudy,Portion sizes seem optimal; continue as is.
2024-10-24,Dinner,209,226,35.34,30.34,239,5.0,Sports Day,5,Moderate Waste,0.29,0.21,Windy,Increase portions slightly for high energy consumption.
2024-05-16,Breakfast,117,103,30.54,26.84,224,3.7,Sports Day,5,High Waste,4.51,2.8,Sunny,Reduce portion size by 10-20% for the next meal.
2024-09-16,Lunch,191,202,31.71,27.55,250,4.16,Holiday,3,Minimal Waste,2.32,1.79,Windy,Portion sizes seem optimal; continue as is.
2024-08-16,Lunch,179,159,34.87,33.55,299,1.32,Sports Day,3,High Waste,2.14,1.17,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-16,Lunch,170,159,44.44,29.27,246,15.17,No Event,3,Minimal Waste,0.7,0.21,Windy,Portion sizes seem optimal; continue as is.
2024-01-02,Lunch,196,190,49.18,28.77,271,20.41,No Event,5,High Waste,2.06,0.81,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-15,Breakfast,112,100,49.22,27.08,180,22.14,Holiday,3,Moderate Waste,0.58,0.27,Sunny,Portion sizes seem optimal; continue as is.
2024-10-30,Breakfast,124,129,48.75,43.85,241,4.9,Holiday,5,High Waste,3.35,1.11,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-11,Dinner,207,223,42.39,38.8,210,3.59,Staff Meeting,5,Moderate Waste,4.44,2.66,Sunny,Portion sizes seem optimal; continue as is.
2024-05-02,Lunch,198,183,36.81,28.25,288,8.56,No Event,2,High Waste,2.43,0.85,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-27,Breakfast,143,140,41.67,37.2,192,4.47,Holiday,5,High Waste,0.13,0.11,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-28,Dinner,209,229,42.92,34.43,313,8.49,Sports Day,4,Minimal Waste,3.49,1.2,Windy,Increase portions slightly for high energy consumption.
2024-08-28,Breakfast,148,160,31.69,30.99,226,0.7,No Event,5,Minimal Waste,0.85,0.39,Windy,Portion sizes seem optimal; continue as is.
2024-09-25,Dinner,207,191,33.4,27.37,263,6.03,Holiday,5,High Waste,4.7,2.51,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-16,Breakfast,150,141,41.73,32.76,250,8.97,Holiday,5,Minimal Waste,2.94,1.17,Sunny,Portion sizes seem optimal; continue as is.
2024-10-13,Lunch,200,196,35.03,32.97,266,2.06,Holiday,4,Minimal Waste,3.07,0.64,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-10,Breakfast,134,130,35.91,28.14,203,7.77,Staff Meeting,2,Minimal Waste,3.53,2.21,Sunny,Consider changing the menu or improving food quality.
2024-06-04,Dinner,223,232,36.24,28.46,317,7.78,Staff Meeting,4,Minimal Waste,0.79,0.69,Sunny,Portion sizes seem optimal; continue as is.
2024-02-01,Lunch,192,188,32.31,28.33,241,3.98,Sports Day,3,High Waste,0.82,0.25,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-04,Dinner,183,171,47.84,25.28,298,22.56,Staff Meeting,3,High Waste,1.25,1.1,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-20,Breakfast,109,91,33.12,28.73,183,4.39,Sports Day,2,High Waste,1.75,0.3,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-18,Dinner,186,198,45.18,44.2,270,0.98,Staff Meeting,1,Minimal Waste,0.49,0.22,Windy,Consider changing the menu or improving food quality.
2024-04-12,Dinner,180,181,41.68,27.37,292,14.31,No Event,3,High Waste,2.05,1.91,Sunny,Reduce portion size by 10-20% for the next meal.
2024-06-08,Breakfast,120,118,46.16,31.26,193,14.9,Staff Meeting,3,High Waste,0.73,0.49,Sunny,Reduce portion size by 10-20% for the next meal.
2024-08-28,Lunch,187,201,32.88,28.26,222,4.62,Holiday,1,Minimal Waste,4.79,0.77,Rainy,Consider changing the menu or improving food quality.
2024-09-20,Dinner,188,172,43.57,30.21,219,13.36,Holiday,2,High Waste,0.36,0.23,Sunny,Reduce portion size by 10-20% for the next meal.
2024-08-28,Lunch,172,189,49.46,25.67,231,23.79,Sports Day,4,Moderate Waste,2.04,0.16,Cloudy,Increase portions slightly for high energy consumption.
2024-07-17,Breakfast,145,151,40.14,39.64,250,0.5,Sports Day,1,High Waste,2.56,1.1,Sunny,Reduce portion size by 10-20% for the next meal.
2024-01-28,Breakfast,125,120,33.36,28.63,236,4.73,No Event,1,Moderate Waste,0.32,0.15,Rainy,Consider changing the menu or improving food quality.
2024-03-25,Dinner,191,191,47.64,36.54,305,11.1,Sports Day,2,Moderate Waste,2.84,1.41,Windy,Consider changing the menu or improving food quality.
2024-09-26,Lunch,165,177,49.6,34.84,262,14.76,Sports Day,1,Minimal Waste,3.35,2.41,Cloudy,Consider changing the menu or improving food quality.
2024-02-16,Lunch,176,180,31.08,27.5,230,3.58,Staff Meeting,3,Minimal Waste,2.73,1.55,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-04,Dinner,211,219,45.53,32.94,249,12.59,Holiday,2,Minimal Waste,3.29,1.52,Rainy,Consider changing the menu or improving food quality.
2024-05-02,Dinner,217,237,49.96,34.83,214,15.13,Staff Meeting,1,High Waste,4.64,2.8,Windy,Reduce portion size by 10-20% for the next meal.
